0	0.049237	-0.059355	0.157828
1	0.130406	-0.039856	0.300668
2	0.230407	0.021196	0.439619
3	0.301888	0.06614	0.537635
4	0.339962	0.092791	0.587132
5	0.353837	0.108383	0.599292
6	0.349981	0.112852	0.587109
7	0.332159	0.107496	0.556822
8	0.306533	0.096507	0.516558
9	0.277579	0.082901	0.472257
10	0.248204	0.068117	0.428291
11	0.220083	0.053368	0.386798
12	0.194315	0.039271	0.34936
13	0.171294	0.026213	0.316374
14	0.151048	0.014378	0.287717
15	0.13338	0.003955	0.262805
16	0.11802	-0.00495	0.24099
17	0.104653	-0.012291	0.221596
18	0.092985	-0.018114	0.204085
19	0.082755	-0.022536	0.188047
20	0.073746	-0.025723	0.173214
21	0.065775	-0.027869	0.159419
22	0.058699	-0.02917	0.146569
23	0.0524	-0.029813	0.134612
24	0.046781	-0.029961	0.123523
