0	0	0	0
1	0.835089	0.437254	1.23292
2	0.772647	0.40362	1.14167
3	0.784922	0.425414	1.14443
4	0.784911	0.429441	1.14038
5	0.786147	0.434153	1.13814
6	0.783878	0.43001	1.13775
7	0.780342	0.424918	1.13577
8	0.777662	0.419438	1.13589
9	0.775709	0.415355	1.13606
10	0.774405	0.412108	1.1367
11	0.773451	0.409812	1.13709
12	0.772869	0.408283	1.13745
13	0.772464	0.4073	1.13763
14	0.772191	0.406679	1.1377
15	0.77199	0.406287	1.13769
16	0.771843	0.406045	1.13764
17	0.771729	0.405886	1.13757
18	0.771639	0.405777	1.1375
19	0.771567	0.405694	1.13744
20	0.77151	0.405626	1.13739
21	0.771463	0.405566	1.13736
22	0.771425	0.405515	1.13734
23	0.771395	0.405469	1.13732
24	0.77137	0.40543	1.13731
