0	-0.166346	-0.254819	-0.077872
1	-0.222168	-0.363487	-0.080848
2	-0.266957	-0.454913	-0.079001
3	-0.401475	-0.627312	-0.175638
4	-0.447028	-0.707785	-0.18627
5	-0.480769	-0.763734	-0.197804
6	-0.478271	-0.781047	-0.175495
7	-0.475939	-0.792862	-0.159015
8	-0.443709	-0.771594	-0.115823
9	-0.412476	-0.74897	-0.075981
10	-0.369873	-0.712973	-0.026773
11	-0.332017	-0.67972	0.015685
12	-0.291658	-0.640795	0.057478
13	-0.257378	-0.605474	0.090719
14	-0.224992	-0.569038	0.119054
15	-0.198625	-0.536342	0.139092
16	-0.175307	-0.50455	0.153936
