0	0.222445	0.187102	0.257787
1	0.335439	0.267233	0.403644
2	0.392292	0.286403	0.498182
3	0.423782	0.290027	0.557538
4	0.423094	0.273788	0.5724
5	0.399625	0.242568	0.556682
6	0.36692	0.207653	0.526186
7	0.330579	0.174014	0.487144
8	0.293523	0.142589	0.444457
9	0.258486	0.114159	0.402814
10	0.226945	0.08885	0.365039
11	0.199162	0.066161	0.332162
12	0.175004	0.045805	0.304204
13	0.154171	0.027876	0.280466
14	0.13623	0.012598	0.259863
15	0.120726	0.0001	0.241352
16	0.107256	-0.009619	0.224131
17	0.095481	-0.016745	0.207706
18	0.085123	-0.021579	0.191825
19	0.075961	-0.024502	0.176424
20	0.067822	-0.025907	0.161551
21	0.060568	-0.026173	0.147309
22	0.054091	-0.025635	0.133816
23	0.0483	-0.024581	0.121181
24	0.043121	-0.023242	0.109483
