0	0.400919	-0.185531	0.987369
1	0.951554	-0.072786	1.97589
2	1.18219	-0.157364	2.52175
3	1.28076	-0.279247	2.84077
4	1.45372	-0.24459	3.15203
5	1.74934	0.028429	3.47024
6	2.08103	0.371997	3.79005
7	2.39071	0.667928	4.11348
8	2.65946	0.893815	4.42511
9	2.89372	1.06354	4.72391
10	3.10547	1.19663	5.0143
11	3.30176	1.30736	5.29615
12	3.48559	1.40342	5.56775
13	3.65718	1.48732	5.82704
14	3.81602	1.55932	6.07273
15	3.96178	1.61939	6.30416
16	4.09457	1.66799	6.52115
17	4.21489	1.70595	6.72382
18	4.32336	1.7342	6.91251
19	4.42062	1.75361	7.08762
20	4.50722	1.76486	7.24957
21	4.58365	1.76852	7.39877
22	4.65036	1.76508	7.53563
23	4.70778	1.755	7.66055
24	4.75633	1.73871	7.77396
